Queja;Contestada al Ciudadano;PRESENCIAL;2013-01-10 00:00:00.0;2013-03-14 00:00:00.0;Consejería de Políticas Sociales, Familias, Igualdad y Natalidad;Agencia Madrileña de Atención Social;POLÍTICAS SOCIALES;MAYORES
Queja;Cancelada;LLAMADAS 012;2013-01-10 00:00:00.0;;Consejería de Sanidad;Dirección General de Humanización, Atención y Seguridad al Paciente;SANIDAD;MEDICAMENTOS Y PRODUCTOS SANITARIOS
Queja;Contestada al Ciudadano;PRESENCIAL;2013-01-10 00:00:00.0;2013-03-14 00:00:00.0;Oficina de Cultura y Turismo;;CULTURA;BIBLIOTECAS
Queja;Contestada al Ciudadano;LLAMADAS 012;2013-01-10 00:00:00.0;2013-03-08 00:00:00.0;Consejería de Economía, Hacienda y Empleo;Dirección General de Empleo;EMPLEO;OFICINAS DE EMPLEO DE LA COMUNIDAD DE MADRID
Queja;Contestada al Ciudadano;PRESENCIAL;2013-01-10 00:00:00.0;2013-03-14 00:00:00.0;Oficina de Cultura y Turismo;;CULTURA;BIBLIOTECAS
Queja;Contestada al Ciudadano;PRESENCIAL;2013-01-10 00:00:00.0;2013-03-14 00:00:00.0;Oficina de Cultura y Turismo;;CULTURA;BIBLIOTECAS
Queja;Contestada al Ciudadano;LLAMADAS 012;2013-01-10 00:00:00.0;2013-02-25 00:00:00.0;;;TRANSPORTES;METRO 
Queja;Cancelada;PRESENCIAL;2013-01-10 00:00:00.0;;Consejería de Sanidad;Dirección General de Humanización, Atención y Seguridad al Paciente;SANIDAD;MEDICAMENTOS Y PRODUCTOS SANITARIOS
Queja;Contestada al Ciudadano;PRESENCIAL;2013-01-10 00:00:00.0;2013-02-04 00:00:00.0;Consejería de Economía, Hacienda y Empleo;Dirección General de Tributos;ATENCIÓN AL CONTRIBUYENTE;RECAUDACIÓN DE TRIBUTOS
Queja;Contestada al Ciudadano;PRESENCIAL;2013-01-10 00:00:00.0;2013-03-06 00:00:00.0;Consejería de Presidencia, Justicia y Portavocía del Gobierno;;JUSTICIA;ÓRGANOS JUDICIALES
