Queja;Contestada al Ciudadano;PRESENCIAL;2015-12-15 00:00:00.0;2016-01-22 00:00:00.0;Consejería de Políticas Sociales, Familias, Igualdad y Natalidad;Agencia Madrileña de Atención Social;POLÍTICAS SOCIALES;MAYORES
Queja;Contestada al Ciudadano;LLAMADAS 012;2015-12-15 00:00:00.0;2016-03-14 00:00:00.0;Consorcio Regional de Transportes;;TRANSPORTES;TARIFAS, ABONOS Y TÍTULOS
Queja;Contestada al Ciudadano;PRESENCIAL;2015-12-15 00:00:00.0;2016-01-20 00:00:00.0;Consejería de Políticas Sociales, Familias, Igualdad y Natalidad;Agencia Madrileña de Atención Social;POLÍTICAS SOCIALES;MAYORES
Queja;Contestada al Ciudadano;PRESENCIAL;2015-12-15 00:00:00.0;2016-01-08 00:00:00.0;Consejería de Políticas Sociales, Familias, Igualdad y Natalidad;Agencia Madrileña de Atención Social;POLÍTICAS SOCIALES;MAYORES
Queja;Contestada al Ciudadano;PRESENCIAL;2015-12-15 00:00:00.0;2016-01-27 00:00:00.0;Consejería de Políticas Sociales, Familias, Igualdad y Natalidad;Agencia Madrileña de Atención Social;POLÍTICAS SOCIALES;MAYORES
Queja;Contestada al Ciudadano;PRESENCIAL;2015-12-15 00:00:00.0;2016-01-20 00:00:00.0;Consejería de Políticas Sociales, Familias, Igualdad y Natalidad;Agencia Madrileña de Atención Social;POLÍTICAS SOCIALES;MAYORES
Queja;Contestada al Ciudadano;PRESENCIAL;2015-12-15 00:00:00.0;2016-01-20 00:00:00.0;Consejería de Políticas Sociales, Familias, Igualdad y Natalidad;Agencia Madrileña de Atención Social;POLÍTICAS SOCIALES;MAYORES
Queja;Contestada al Ciudadano;PRESENCIAL;2015-12-15 00:00:00.0;2016-01-20 00:00:00.0;Consejería de Políticas Sociales, Familias, Igualdad y Natalidad;Agencia Madrileña de Atención Social;POLÍTICAS SOCIALES;MAYORES
Sugerencia;Contestada al Ciudadano;PRESENCIAL;2015-12-15 00:00:00.0;2016-01-08 00:00:00.0;Consejería de Políticas Sociales, Familias, Igualdad y Natalidad;Agencia Madrileña de Atención Social;POLÍTICAS SOCIALES;MAYORES
Queja;Cancelada;INTERNET;2015-12-15 00:00:00.0;;Consejería de Economía, Hacienda y Empleo;Dirección General del Servicio Público de Empleo;CULTURA;OTROS
Queja;Contestada al Ciudadano;INTERNET;2015-12-15 00:00:00.0;2015-12-21 00:00:00.0;Consejería de Presidencia, Justicia y Administración Local;SERVICIO 012;ATENCIÓN AL CIUDADANO;TELÉFONO 012
Queja;Contestada al Ciudadano;LLAMADAS 012;2015-12-15 00:00:00.0;2016-01-14 00:00:00.0;Consejería de Economía, Hacienda y Empleo;Dirección General de Tributos;ATENCIÓN AL CONTRIBUYENTE;INFORMACIÓN Y ATENCIÓN AL CONTRIBUYENTE 
Queja;Contestada al Ciudadano;LLAMADAS 012;2015-12-15 00:00:00.0;2016-02-04 00:00:00.0;Consejería de Educación, Juventud y Deporte;;EDUCACIÓN;OTROS
Queja;Contestada al Ciudadano;LLAMADAS 012;2015-12-15 00:00:00.0;2015-12-23 00:00:00.0;Consejería de Presidencia, Justicia y Portavocía del Gobierno;;JUSTICIA;ÓRGANOS JUDICIALES
Queja;Contestada al Ciudadano;INTERNET;2015-12-15 00:00:00.0;2016-01-29 00:00:00.0;Consejería de Economía, Hacienda y Empleo;Dirección General de Tributos;ATENCIÓN AL CIUDADANO;OTROS
Queja;Enviada a Otra Administración;INTERNET;2015-12-15 00:00:00.0;;Consejería de Educación, Juventud y Deporte;;DEPORTES;POLIDEPORTIVOS, PABELLONES Y PISCINAS
Queja;Contestada al Ciudadano;INTERNET;2015-12-15 00:00:00.0;2016-04-14 00:00:00.0;Consejería de Políticas Sociales, Familias, Igualdad y Natalidad;Dirección General de Atención a la Dependencia y al Mayor;POLÍTICAS SOCIALES;MAYORES
