Queja;Contestada al Ciudadano;LLAMADAS 012;2013-01-09 00:00:00.0;2013-03-13 00:00:00.0;Consejería de Presidencia, Justicia y Portavocía del Gobierno;;JUSTICIA;REGISTROS CIVILES
Queja;Contestada al Ciudadano;LLAMADAS 012;2013-01-09 00:00:00.0;2013-03-13 00:00:00.0;Consejería de Políticas Sociales, Familias, Igualdad y Natalidad;Dirección General de la Familia y el Menor;POLÍTICAS SOCIALES;FAMILIA
Queja;Contestada al Ciudadano;LLAMADAS 012;2013-01-09 00:00:00.0;2013-03-08 00:00:00.0;Consorcio Regional de Transportes;;TRANSPORTES;AUTOBUSES INTERURBANOS
Queja;Contestada al Ciudadano;LLAMADAS 012;2013-01-09 00:00:00.0;2013-03-13 00:00:00.0;Consejería de Presidencia, Justicia y Portavocía del Gobierno;;JUSTICIA;REGISTROS CIVILES
Queja;Contestada al Ciudadano;LLAMADAS 012;2013-01-09 00:00:00.0;2013-02-15 00:00:00.0;Consorcio Regional de Transportes;;TRANSPORTES;TARIFAS, ABONOS Y TÍTULOS
Queja;Contestada al Ciudadano;LLAMADAS 012;2013-01-09 00:00:00.0;2014-03-27 00:00:00.0;Consorcio Regional de Transportes;;TRANSPORTES;AUTOBUSES INTERURBANOS
Queja;Contestada al Ciudadano;LLAMADAS 012;2013-01-09 00:00:00.0;2013-02-15 00:00:00.0;Consorcio Regional de Transportes;;TRANSPORTES;TARIFAS, ABONOS Y TÍTULOS
Queja;Cancelada;LLAMADAS 012;2013-01-09 00:00:00.0;;Consejería de Sanidad;Dirección General de Humanización, Atención y Seguridad al Paciente;SANIDAD;INFRAESTRUCTURAS (CENTROS DE SALUD Y HOSPITALES)
Queja;Contestada al Ciudadano;LLAMADAS 012;2013-01-09 00:00:00.0;2013-02-15 00:00:00.0;Consorcio Regional de Transportes;;TRANSPORTES;TARIFAS, ABONOS Y TÍTULOS
Queja;Cancelada;LLAMADAS 012;2013-01-09 00:00:00.0;;Consejería de Sanidad;Dirección General de Humanización, Atención y Seguridad al Paciente;SANIDAD;INFRAESTRUCTURAS (CENTROS DE SALUD Y HOSPITALES)
Queja;Contestada al Ciudadano;INTERNET;2013-01-09 00:00:00.0;2013-04-29 00:00:00.0;Consejería de Transportes, Vivienda e Infraestructuras;Dirección General de Vivienda y Rehabilitación;VIVIENDA;OTROS
Queja;Contestada al Ciudadano;INTERNET;2013-01-09 00:00:00.0;2013-03-13 00:00:00.0;Consejería de Transportes, Vivienda e Infraestructuras;Dirección General de Carreteras e Infraestructuras;TRANSPORTES;CARRETERAS
